"Step","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_9_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_9_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_9_contcorrect_True - diversity__MAX","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_8_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_8_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_8_contcorrect_True - diversity__MAX","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_7_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_7_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_7_contcorrect_True - diversity__MAX","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_6_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_6_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_6_contcorrect_True - diversity__MAX","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_5_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_5_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_5_contcorrect_True - diversity__MAX","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_4_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_4_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_4_contcorrect_True - diversity__MAX","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_3_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_3_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_3_contcorrect_True - diversity__MAX","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_2_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_2_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_2_contcorrect_True - diversity__MAX","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_1_contcorrect_True - diversity","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_1_contcorrect_True - diversity__MIN","evosax_SimpleGA/generations_20000_strategy_SimpleGA_popsize_512_es_kws_{'sigma_init': 0.5}_noise_range_1.0_perturbe_every_n_gens_10_trial_1_contcorrect_True - diversity__MAX"
"990","45.30046081542969","45.30046081542969","45.30046081542969","74.05229949951172","74.05229949951172","74.05229949951172","58.76606750488281","58.76606750488281","58.76606750488281","79.11930847167969","79.11930847167969","79.11930847167969","66.3482894897461","66.3482894897461","66.3482894897461","59.19651794433594","59.19651794433594","59.19651794433594","46.57320785522461","46.57320785522461","46.57320785522461","54.68092346191406","54.68092346191406","54.68092346191406","92.65281677246094","92.65281677246094","92.65281677246094"
"992","44.61304473876953","44.61304473876953","44.61304473876953","74.5806884765625","74.5806884765625","74.5806884765625","59.063568115234375","59.063568115234375","59.063568115234375","78.13108825683594","78.13108825683594","78.13108825683594","66.2496109008789","66.2496109008789","66.2496109008789","60.91194152832031","60.91194152832031","60.91194152832031","47.09657669067383","47.09657669067383","47.09657669067383","59.86054992675781","59.86054992675781","59.86054992675781","93.04106140136719","93.04106140136719","93.04106140136719"
"993","44.75178146362305","44.75178146362305","44.75178146362305","74.46798706054688","74.46798706054688","74.46798706054688","57.626285552978516","57.626285552978516","57.626285552978516","78.90362548828125","78.90362548828125","78.90362548828125","66.37842559814453","66.37842559814453","66.37842559814453","59.65419387817383","59.65419387817383","59.65419387817383","47.214195251464844","47.214195251464844","47.214195251464844","63.517765045166016","63.517765045166016","63.517765045166016","92.84577941894531","92.84577941894531","92.84577941894531"
"994","44.70656204223633","44.70656204223633","44.70656204223633","74.892333984375","74.892333984375","74.892333984375","57.87915802001953","57.87915802001953","57.87915802001953","79.20679473876953","79.20679473876953","79.20679473876953","66.80584716796875","66.80584716796875","66.80584716796875","59.78776168823242","59.78776168823242","59.78776168823242","47.387542724609375","47.387542724609375","47.387542724609375","71.04843139648438","71.04843139648438","71.04843139648438","91.75137329101562","91.75137329101562","91.75137329101562"
"996","45.11100387573242","45.11100387573242","45.11100387573242","74.8844985961914","74.8844985961914","74.8844985961914","56.58561706542969","56.58561706542969","56.58561706542969","80.63360595703125","80.63360595703125","80.63360595703125","65.42333984375","65.42333984375","65.42333984375","59.383819580078125","59.383819580078125","59.383819580078125","48.170143127441406","48.170143127441406","48.170143127441406","74.44267272949219","74.44267272949219","74.44267272949219","92.108154296875","92.108154296875","92.108154296875"
"997","45.59287643432617","45.59287643432617","45.59287643432617","75.27708435058594","75.27708435058594","75.27708435058594","58.60847854614258","58.60847854614258","58.60847854614258","82.00173950195312","82.00173950195312","82.00173950195312","58.585269927978516","58.585269927978516","58.585269927978516","61.16849899291992","61.16849899291992","61.16849899291992","50.44321823120117","50.44321823120117","50.44321823120117","74.89196014404297","74.89196014404297","74.89196014404297","91.4762954711914","91.4762954711914","91.4762954711914"
"998","46.621734619140625","46.621734619140625","46.621734619140625","74.75358581542969","74.75358581542969","74.75358581542969","58.442840576171875","58.442840576171875","58.442840576171875","83.12840270996094","83.12840270996094","83.12840270996094","29.32782554626465","29.32782554626465","29.32782554626465","59.65121078491211","59.65121078491211","59.65121078491211","52.31277847290039","52.31277847290039","52.31277847290039","75.21319580078125","75.21319580078125","75.21319580078125","85.2934341430664","85.2934341430664","85.2934341430664"
"1000","32.32088851928711","32.32088851928711","32.32088851928711","74.64128112792969","74.64128112792969","74.64128112792969","58.94441223144531","58.94441223144531","58.94441223144531","85.52189636230469","85.52189636230469","85.52189636230469","35.467594146728516","35.467594146728516","35.467594146728516","59.161991119384766","59.161991119384766","59.161991119384766","56.14567565917969","56.14567565917969","56.14567565917969","70.48063659667969","70.48063659667969","70.48063659667969","30.076766967773438","30.076766967773438","30.076766967773438"
"1001","31.57452964782715","31.57452964782715","31.57452964782715","73.88552856445312","73.88552856445312","73.88552856445312","58.24434280395508","58.24434280395508","58.24434280395508","82.51165008544922","82.51165008544922","82.51165008544922","36.02196502685547","36.02196502685547","36.02196502685547","60.331260681152344","60.331260681152344","60.331260681152344","56.73413848876953","56.73413848876953","56.73413848876953","74.34075164794922","74.34075164794922","74.34075164794922","30.000173568725586","30.000173568725586","30.000173568725586"
"1002","31.89218521118164","31.89218521118164","31.89218521118164","74.5048599243164","74.5048599243164","74.5048599243164","57.291255950927734","57.291255950927734","57.291255950927734","72.57135009765625","72.57135009765625","72.57135009765625","37.30292892456055","37.30292892456055","37.30292892456055","58.43474197387695","58.43474197387695","58.43474197387695","56.08369827270508","56.08369827270508","56.08369827270508","75.8597412109375","75.8597412109375","75.8597412109375","29.89272689819336","29.89272689819336","29.89272689819336"
"1004","31.66794776916504","31.66794776916504","31.66794776916504","73.95425415039062","73.95425415039062","73.95425415039062","58.07723617553711","58.07723617553711","58.07723617553711","71.30465698242188","71.30465698242188","71.30465698242188","42.77859878540039","42.77859878540039","42.77859878540039","58.06480026245117","58.06480026245117","58.06480026245117","54.21582794189453","54.21582794189453","54.21582794189453","72.83644104003906","72.83644104003906","72.83644104003906","29.984514236450195","29.984514236450195","29.984514236450195"
"1007","31.826770782470703","31.826770782470703","31.826770782470703","73.99427795410156","73.99427795410156","73.99427795410156","59.217987060546875","59.217987060546875","59.217987060546875","72.70155334472656","72.70155334472656","72.70155334472656","48.642391204833984","48.642391204833984","48.642391204833984","47.001426696777344","47.001426696777344","47.001426696777344","60.7177619934082","60.7177619934082","60.7177619934082","76.3836898803711","76.3836898803711","76.3836898803711","29.933055877685547","29.933055877685547","29.933055877685547"
"1008","31.250320434570312","31.250320434570312","31.250320434570312","74.4201889038086","74.4201889038086","74.4201889038086","59.461395263671875","59.461395263671875","59.461395263671875","73.0606460571289","73.0606460571289","73.0606460571289","50.70429992675781","50.70429992675781","50.70429992675781","48.92979431152344","48.92979431152344","48.92979431152344","61.79532241821289","61.79532241821289","61.79532241821289","71.57105255126953","71.57105255126953","71.57105255126953","30.165950775146484","30.165950775146484","30.165950775146484"
"1009","31.78657341003418","31.78657341003418","31.78657341003418","74.73463439941406","74.73463439941406","74.73463439941406","57.646785736083984","57.646785736083984","57.646785736083984","70.03592681884766","70.03592681884766","70.03592681884766","52.50552749633789","52.50552749633789","52.50552749633789","50.27449035644531","50.27449035644531","50.27449035644531","63.18659591674805","63.18659591674805","63.18659591674805","74.70278930664062","74.70278930664062","74.70278930664062","30.13067626953125","30.13067626953125","30.13067626953125"
"1010","32.52814483642578","32.52814483642578","32.52814483642578","74.5598373413086","74.5598373413086","74.5598373413086","58.018192291259766","58.018192291259766","58.018192291259766","69.92385864257812","69.92385864257812","69.92385864257812","54.209163665771484","54.209163665771484","54.209163665771484","51.20985412597656","51.20985412597656","51.20985412597656","65.03141784667969","65.03141784667969","65.03141784667969","75.7156982421875","75.7156982421875","75.7156982421875","30.005451202392578","30.005451202392578","30.005451202392578"
"1011","31.5972900390625","31.5972900390625","31.5972900390625","74.72610473632812","74.72610473632812","74.72610473632812","58.587703704833984","58.587703704833984","58.587703704833984","70.52750396728516","70.52750396728516","70.52750396728516","54.06986999511719","54.06986999511719","54.06986999511719","51.45378494262695","51.45378494262695","51.45378494262695","64.054931640625","64.054931640625","64.054931640625","73.01686096191406","73.01686096191406","73.01686096191406","30.027042388916016","30.027042388916016","30.027042388916016"
"1012","31.446521759033203","31.446521759033203","31.446521759033203","74.8332748413086","74.8332748413086","74.8332748413086","57.90394592285156","57.90394592285156","57.90394592285156","69.52922058105469","69.52922058105469","69.52922058105469","54.443504333496094","54.443504333496094","54.443504333496094","53.039344787597656","53.039344787597656","53.039344787597656","64.17118835449219","64.17118835449219","64.17118835449219","71.84154510498047","71.84154510498047","71.84154510498047","30.317787170410156","30.317787170410156","30.317787170410156"
"1014","31.87676239013672","31.87676239013672","31.87676239013672","73.98761749267578","73.98761749267578","73.98761749267578","58.56671905517578","58.56671905517578","58.56671905517578","69.11244201660156","69.11244201660156","69.11244201660156","54.48532485961914","54.48532485961914","54.48532485961914","57.04134750366211","57.04134750366211","57.04134750366211","65.07555389404297","65.07555389404297","65.07555389404297","54.585487365722656","54.585487365722656","54.585487365722656","33.320228576660156","33.320228576660156","33.320228576660156"
"1018","31.968278884887695","31.968278884887695","31.968278884887695","31.205093383789062","31.205093383789062","31.205093383789062","56.86805725097656","56.86805725097656","56.86805725097656","70.42330932617188","70.42330932617188","70.42330932617188","53.92379379272461","53.92379379272461","53.92379379272461","65.08406066894531","65.08406066894531","65.08406066894531","64.4447021484375","64.4447021484375","64.4447021484375","55.186866760253906","55.186866760253906","55.186866760253906","43.184364318847656","43.184364318847656","43.184364318847656"
"1019","32.039310455322266","32.039310455322266","32.039310455322266","33.91064453125","33.91064453125","33.91064453125","57.320796966552734","57.320796966552734","57.320796966552734","68.61601257324219","68.61601257324219","68.61601257324219","54.11525344848633","54.11525344848633","54.11525344848633","66.6927719116211","66.6927719116211","66.6927719116211","64.46552276611328","64.46552276611328","64.46552276611328","57.283931732177734","57.283931732177734","57.283931732177734","45.22380065917969","45.22380065917969","45.22380065917969"
"1020","31.846416473388672","31.846416473388672","31.846416473388672","36.349735260009766","36.349735260009766","36.349735260009766","57.54304122924805","57.54304122924805","57.54304122924805","68.2448959350586","68.2448959350586","68.2448959350586","54.03334426879883","54.03334426879883","54.03334426879883","67.35741424560547","67.35741424560547","67.35741424560547","64.2462387084961","64.2462387084961","64.2462387084961","57.88615036010742","57.88615036010742","57.88615036010742","47.22834396362305","47.22834396362305","47.22834396362305"
"1022","31.74250030517578","31.74250030517578","31.74250030517578","36.401676177978516","36.401676177978516","36.401676177978516","48.66338348388672","48.66338348388672","48.66338348388672","69.77664947509766","69.77664947509766","69.77664947509766","54.127017974853516","54.127017974853516","54.127017974853516","67.55615234375","67.55615234375","67.55615234375","64.58454132080078","64.58454132080078","64.58454132080078","57.36571502685547","57.36571502685547","57.36571502685547","47.189815521240234","47.189815521240234","47.189815521240234"
"1024","31.810138702392578","31.810138702392578","31.810138702392578","36.560489654541016","36.560489654541016","36.560489654541016","52.09902572631836","52.09902572631836","52.09902572631836","71.05057525634766","71.05057525634766","71.05057525634766","53.89653015136719","53.89653015136719","53.89653015136719","67.68963623046875","67.68963623046875","67.68963623046875","64.4209976196289","64.4209976196289","64.4209976196289","57.28602981567383","57.28602981567383","57.28602981567383","47.53535842895508","47.53535842895508","47.53535842895508"
"1025","31.878286361694336","31.878286361694336","31.878286361694336","36.162410736083984","36.162410736083984","36.162410736083984","53.71051025390625","53.71051025390625","53.71051025390625","71.09327697753906","71.09327697753906","71.09327697753906","54.015892028808594","54.015892028808594","54.015892028808594","67.33418273925781","67.33418273925781","67.33418273925781","65.32710266113281","65.32710266113281","65.32710266113281","57.3419303894043","57.3419303894043","57.3419303894043","47.397159576416016","47.397159576416016","47.397159576416016"
"1026","31.95675277709961","31.95675277709961","31.95675277709961","36.143611907958984","36.143611907958984","36.143611907958984","54.429412841796875","54.429412841796875","54.429412841796875","69.57621002197266","69.57621002197266","69.57621002197266","54.4881591796875","54.4881591796875","54.4881591796875","67.11429595947266","67.11429595947266","67.11429595947266","64.35014343261719","64.35014343261719","64.35014343261719","57.828025817871094","57.828025817871094","57.828025817871094","47.36909866333008","47.36909866333008","47.36909866333008"
"1027","32.2177848815918","32.2177848815918","32.2177848815918","36.21224594116211","36.21224594116211","36.21224594116211","56.508216857910156","56.508216857910156","56.508216857910156","68.96229553222656","68.96229553222656","68.96229553222656","53.93446350097656","53.93446350097656","53.93446350097656","67.3703842163086","67.3703842163086","67.3703842163086","65.18142700195312","65.18142700195312","65.18142700195312","58.03679275512695","58.03679275512695","58.03679275512695","47.51555633544922","47.51555633544922","47.51555633544922"
"1028","31.906145095825195","31.906145095825195","31.906145095825195","36.336055755615234","36.336055755615234","36.336055755615234","57.85390853881836","57.85390853881836","57.85390853881836","71.86190032958984","71.86190032958984","71.86190032958984","53.79704284667969","53.79704284667969","53.79704284667969","67.67137145996094","67.67137145996094","67.67137145996094","64.3235855102539","64.3235855102539","64.3235855102539","57.66838836669922","57.66838836669922","57.66838836669922","47.18207931518555","47.18207931518555","47.18207931518555"
"1030","31.604259490966797","31.604259490966797","31.604259490966797","36.23585510253906","36.23585510253906","36.23585510253906","62.233089447021484","62.233089447021484","62.233089447021484","68.71287536621094","68.71287536621094","68.71287536621094","54.10236358642578","54.10236358642578","54.10236358642578","67.30963134765625","67.30963134765625","67.30963134765625","64.96647644042969","64.96647644042969","64.96647644042969","57.63570785522461","57.63570785522461","57.63570785522461","47.462364196777344","47.462364196777344","47.462364196777344"
"1031","31.70115852355957","31.70115852355957","31.70115852355957","36.416046142578125","36.416046142578125","36.416046142578125","60.59961700439453","60.59961700439453","60.59961700439453","58.70783233642578","58.70783233642578","58.70783233642578","54.120235443115234","54.120235443115234","54.120235443115234","67.96022033691406","67.96022033691406","67.96022033691406","65.89149475097656","65.89149475097656","65.89149475097656","61.82321548461914","61.82321548461914","61.82321548461914","49.34282302856445","49.34282302856445","49.34282302856445"
"1036","32.04655075073242","32.04655075073242","32.04655075073242","36.25977325439453","36.25977325439453","36.25977325439453","61.360206604003906","61.360206604003906","61.360206604003906","63.044883728027344","63.044883728027344","63.044883728027344","54.05857849121094","54.05857849121094","54.05857849121094","72.73472595214844","72.73472595214844","72.73472595214844","70.34226989746094","70.34226989746094","70.34226989746094","54.30339431762695","54.30339431762695","54.30339431762695","57.72090530395508","57.72090530395508","57.72090530395508"
"1038","32.01036834716797","32.01036834716797","32.01036834716797","36.328277587890625","36.328277587890625","36.328277587890625","63.19460678100586","63.19460678100586","63.19460678100586","66.03482055664062","66.03482055664062","66.03482055664062","54.39043426513672","54.39043426513672","54.39043426513672","74.62367248535156","74.62367248535156","74.62367248535156","73.09688568115234","73.09688568115234","73.09688568115234","53.64134979248047","53.64134979248047","53.64134979248047","60.56559371948242","60.56559371948242","60.56559371948242"
"1040","31.757017135620117","31.757017135620117","31.757017135620117","36.27699279785156","36.27699279785156","36.27699279785156","64.89495086669922","64.89495086669922","64.89495086669922","69.35017395019531","69.35017395019531","69.35017395019531","53.95529556274414","53.95529556274414","53.95529556274414","77.14978790283203","77.14978790283203","77.14978790283203","76.02162170410156","76.02162170410156","76.02162170410156","56.08481216430664","56.08481216430664","56.08481216430664","63.505794525146484","63.505794525146484","63.505794525146484"
"1041","32.0025520324707","32.0025520324707","32.0025520324707","36.333858489990234","36.333858489990234","36.333858489990234","65.04365539550781","65.04365539550781","65.04365539550781","69.61062622070312","69.61062622070312","69.61062622070312","53.9321403503418","53.9321403503418","53.9321403503418","76.85576629638672","76.85576629638672","76.85576629638672","76.67655181884766","76.67655181884766","76.67655181884766","56.7358283996582","56.7358283996582","56.7358283996582","63.702754974365234","63.702754974365234","63.702754974365234"
"1042","31.8607120513916","31.8607120513916","31.8607120513916","36.30174255371094","36.30174255371094","36.30174255371094","65.61726379394531","65.61726379394531","65.61726379394531","70.97532653808594","70.97532653808594","70.97532653808594","54.265052795410156","54.265052795410156","54.265052795410156","76.6663589477539","76.6663589477539","76.6663589477539","77.70047760009766","77.70047760009766","77.70047760009766","51.401039123535156","51.401039123535156","51.401039123535156","63.9996223449707","63.9996223449707","63.9996223449707"
"1044","32.12623977661133","32.12623977661133","32.12623977661133","36.127479553222656","36.127479553222656","36.127479553222656","66.4012680053711","66.4012680053711","66.4012680053711","70.69804382324219","70.69804382324219","70.69804382324219","54.33312225341797","54.33312225341797","54.33312225341797","77.00061798095703","77.00061798095703","77.00061798095703","79.78622436523438","79.78622436523438","79.78622436523438","53.612022399902344","53.612022399902344","53.612022399902344","65.13538360595703","65.13538360595703","65.13538360595703"
"1045","31.8741512298584","31.8741512298584","31.8741512298584","36.171138763427734","36.171138763427734","36.171138763427734","67.87611389160156","67.87611389160156","67.87611389160156","71.63526153564453","71.63526153564453","71.63526153564453","53.246822357177734","53.246822357177734","53.246822357177734","77.2231216430664","77.2231216430664","77.2231216430664","80.00785064697266","80.00785064697266","80.00785064697266","55.22050476074219","55.22050476074219","55.22050476074219","65.21099853515625","65.21099853515625","65.21099853515625"
"1048","31.55413246154785","31.55413246154785","31.55413246154785","36.35398483276367","36.35398483276367","36.35398483276367","70.89411163330078","70.89411163330078","70.89411163330078","70.60284423828125","70.60284423828125","70.60284423828125","53.21284866333008","53.21284866333008","53.21284866333008","76.84693908691406","76.84693908691406","76.84693908691406","82.23936462402344","82.23936462402344","82.23936462402344","59.56853485107422","59.56853485107422","59.56853485107422","67.84819793701172","67.84819793701172","67.84819793701172"
"1049","31.551136016845703","31.551136016845703","31.551136016845703","36.143707275390625","36.143707275390625","36.143707275390625","71.78732299804688","71.78732299804688","71.78732299804688","72.00458526611328","72.00458526611328","72.00458526611328","55.56290817260742","55.56290817260742","55.56290817260742","76.83761596679688","76.83761596679688","76.83761596679688","82.59430694580078","82.59430694580078","82.59430694580078","61.21000289916992","61.21000289916992","61.21000289916992","68.72266387939453","68.72266387939453","68.72266387939453"
"1053","32.232200622558594","32.232200622558594","32.232200622558594","36.46546173095703","36.46546173095703","36.46546173095703","69.37928009033203","69.37928009033203","69.37928009033203","71.15267944335938","71.15267944335938","71.15267944335938","56.94826889038086","56.94826889038086","56.94826889038086","79.05049133300781","79.05049133300781","79.05049133300781","82.92037200927734","82.92037200927734","82.92037200927734","62.418888092041016","62.418888092041016","62.418888092041016","70.09004974365234","70.09004974365234","70.09004974365234"
"1054","31.728336334228516","31.728336334228516","31.728336334228516","36.25333786010742","36.25333786010742","36.25333786010742","66.2867660522461","66.2867660522461","66.2867660522461","71.56427001953125","71.56427001953125","71.56427001953125","56.866912841796875","56.866912841796875","56.866912841796875","80.32089233398438","80.32089233398438","80.32089233398438","83.51226806640625","83.51226806640625","83.51226806640625","62.63151168823242","62.63151168823242","62.63151168823242","69.625","69.625","69.625"
"1055","32.266212463378906","32.266212463378906","32.266212463378906","36.39118957519531","36.39118957519531","36.39118957519531","65.98255157470703","65.98255157470703","65.98255157470703","72.62464141845703","72.62464141845703","72.62464141845703","56.56770706176758","56.56770706176758","56.56770706176758","81.48377227783203","81.48377227783203","81.48377227783203","83.9609146118164","83.9609146118164","83.9609146118164","62.6613883972168","62.6613883972168","62.6613883972168","69.72180938720703","69.72180938720703","69.72180938720703"
"1056","32.48902130126953","32.48902130126953","32.48902130126953","36.33269119262695","36.33269119262695","36.33269119262695","66.85076904296875","66.85076904296875","66.85076904296875","71.84590148925781","71.84590148925781","71.84590148925781","56.898040771484375","56.898040771484375","56.898040771484375","82.41998291015625","82.41998291015625","82.41998291015625","83.4447021484375","83.4447021484375","83.4447021484375","62.092987060546875","62.092987060546875","62.092987060546875","70.61273193359375","70.61273193359375","70.61273193359375"
"1057","31.928312301635742","31.928312301635742","31.928312301635742","36.65312957763672","36.65312957763672","36.65312957763672","68.06292724609375","68.06292724609375","68.06292724609375","72.07228088378906","72.07228088378906","72.07228088378906","57.09648132324219","57.09648132324219","57.09648132324219","83.53028869628906","83.53028869628906","83.53028869628906","82.79119873046875","82.79119873046875","82.79119873046875","62.673179626464844","62.673179626464844","62.673179626464844","70.11312103271484","70.11312103271484","70.11312103271484"
"1058","31.950931549072266","31.950931549072266","31.950931549072266","36.363155364990234","36.363155364990234","36.363155364990234","68.53593444824219","68.53593444824219","68.53593444824219","71.19508361816406","71.19508361816406","71.19508361816406","56.710121154785156","56.710121154785156","56.710121154785156","84.28469848632812","84.28469848632812","84.28469848632812","83.62255096435547","83.62255096435547","83.62255096435547","62.591060638427734","62.591060638427734","62.591060638427734","70.25125122070312","70.25125122070312","70.25125122070312"
"1060","31.646224975585938","31.646224975585938","31.646224975585938","36.269527435302734","36.269527435302734","36.269527435302734","70.00811767578125","70.00811767578125","70.00811767578125","71.60340881347656","71.60340881347656","71.60340881347656","56.94655227661133","56.94655227661133","56.94655227661133","85.99845123291016","85.99845123291016","85.99845123291016","83.27505493164062","83.27505493164062","83.27505493164062","62.76611328125","62.76611328125","62.76611328125","70.11045837402344","70.11045837402344","70.11045837402344"
"1061","31.250253677368164","31.250253677368164","31.250253677368164","36.432682037353516","36.432682037353516","36.432682037353516","69.90158081054688","69.90158081054688","69.90158081054688","72.61962127685547","72.61962127685547","72.61962127685547","56.745487213134766","56.745487213134766","56.745487213134766","86.8579330444336","86.8579330444336","86.8579330444336","83.08348846435547","83.08348846435547","83.08348846435547","62.67330551147461","62.67330551147461","62.67330551147461","66.41162872314453","66.41162872314453","66.41162872314453"
"1062","31.37529754638672","31.37529754638672","31.37529754638672","36.544151306152344","36.544151306152344","36.544151306152344","71.44754791259766","71.44754791259766","71.44754791259766","71.66519165039062","71.66519165039062","71.66519165039062","56.5057373046875","56.5057373046875","56.5057373046875","85.4687728881836","85.4687728881836","85.4687728881836","70.61324310302734","70.61324310302734","70.61324310302734","62.696739196777344","62.696739196777344","62.696739196777344","66.96849060058594","66.96849060058594","66.96849060058594"
"1064","31.73516273498535","31.73516273498535","31.73516273498535","36.471797943115234","36.471797943115234","36.471797943115234","72.21058654785156","72.21058654785156","72.21058654785156","71.28545379638672","71.28545379638672","71.28545379638672","56.46345138549805","56.46345138549805","56.46345138549805","81.59625244140625","81.59625244140625","81.59625244140625","65.13215637207031","65.13215637207031","65.13215637207031","62.012367248535156","62.012367248535156","62.012367248535156","68.39522552490234","68.39522552490234","68.39522552490234"
"1065","31.542041778564453","31.542041778564453","31.542041778564453","36.24217224121094","36.24217224121094","36.24217224121094","73.347900390625","73.347900390625","73.347900390625","73.0798110961914","73.0798110961914","73.0798110961914","57.22712326049805","57.22712326049805","57.22712326049805","72.51929473876953","72.51929473876953","72.51929473876953","66.09040069580078","66.09040069580078","66.09040069580078","62.31375503540039","62.31375503540039","62.31375503540039","70.09208679199219","70.09208679199219","70.09208679199219"
"1066","31.690114974975586","31.690114974975586","31.690114974975586","36.37936019897461","36.37936019897461","36.37936019897461","75.04766845703125","75.04766845703125","75.04766845703125","72.55595397949219","72.55595397949219","72.55595397949219","50.85220718383789","50.85220718383789","50.85220718383789","75.37184143066406","75.37184143066406","75.37184143066406","64.57855224609375","64.57855224609375","64.57855224609375","62.843605041503906","62.843605041503906","62.843605041503906","70.48737335205078","70.48737335205078","70.48737335205078"
"1068","31.90283203125","31.90283203125","31.90283203125","36.46929168701172","36.46929168701172","36.46929168701172","75.3582763671875","75.3582763671875","75.3582763671875","70.9652328491211","70.9652328491211","70.9652328491211","50.59493637084961","50.59493637084961","50.59493637084961","74.40340423583984","74.40340423583984","74.40340423583984","67.10453033447266","67.10453033447266","67.10453033447266","62.682708740234375","62.682708740234375","62.682708740234375","73.01591491699219","73.01591491699219","73.01591491699219"
